iso3,country,period,metric,category,value,unit,legality,flow_type,source
GBR,United Kingdom,2021,net_migration_per_1000_pop,all,6.97243871121861,"per 1,000 population",total,net,Derived: ONS Long-Term International Migration ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2022,net_migration_per_1000_pop,all,13.173457921816784,"per 1,000 population",total,net,Derived: ONS Long-Term International Migration ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2023,net_migration_per_1000_pop,all,12.374865014738932,"per 1,000 population",total,net,Derived: ONS Long-Term International Migration ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2024,net_migration_per_1000_pop,all,4.777644664482326,"per 1,000 population",total,net,Derived: ONS Long-Term International Migration ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2025,net_migration_per_1000_pop,all,2.460891965403601,"per 1,000 population",total,net,Derived: ONS Long-Term International Migration ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1960,net_migration_wb,all,19953.0,people,total,net,World Bank WDI
GBR,United Kingdom,1961,net_migration_wb,all,52295.0,people,total,net,World Bank WDI
GBR,United Kingdom,1962,net_migration_wb,all,76443.0,people,total,net,World Bank WDI
GBR,United Kingdom,1963,net_migration_wb,all,8271.0,people,total,net,World Bank WDI
GBR,United Kingdom,1964,net_migration_wb,all,-23885.0,people,total,net,World Bank WDI
GBR,United Kingdom,1965,net_migration_wb,all,-24955.0,people,total,net,World Bank WDI
GBR,United Kingdom,1966,net_migration_wb,all,-27935.0,people,total,net,World Bank WDI
GBR,United Kingdom,1967,net_migration_wb,all,-39659.0,people,total,net,World Bank WDI
GBR,United Kingdom,1968,net_migration_wb,all,-38852.0,people,total,net,World Bank WDI
GBR,United Kingdom,1969,net_migration_wb,all,-60655.0,people,total,net,World Bank WDI
GBR,United Kingdom,1970,net_migration_wb,all,-15254.0,people,total,net,World Bank WDI
GBR,United Kingdom,1971,net_migration_wb,all,1175.0,people,total,net,World Bank WDI
GBR,United Kingdom,1972,net_migration_wb,all,-1406.0,people,total,net,World Bank WDI
GBR,United Kingdom,1973,net_migration_wb,all,-33840.0,people,total,net,World Bank WDI
GBR,United Kingdom,1974,net_migration_wb,all,-65710.0,people,total,net,World Bank WDI
GBR,United Kingdom,1975,net_migration_wb,all,-40241.0,people,total,net,World Bank WDI
GBR,United Kingdom,1976,net_migration_wb,all,-19135.0,people,total,net,World Bank WDI
GBR,United Kingdom,1977,net_migration_wb,all,-21636.0,people,total,net,World Bank WDI
GBR,United Kingdom,1978,net_migration_wb,all,3783.0,people,total,net,World Bank WDI
GBR,United Kingdom,1979,net_migration_wb,all,11255.0,people,total,net,World Bank WDI
GBR,United Kingdom,1980,net_migration_wb,all,-25187.0,people,total,net,World Bank WDI
GBR,United Kingdom,1981,net_migration_wb,all,-83876.0,people,total,net,World Bank WDI
GBR,United Kingdom,1982,net_migration_wb,all,-61152.0,people,total,net,World Bank WDI
GBR,United Kingdom,1983,net_migration_wb,all,27063.0,people,total,net,World Bank WDI
GBR,United Kingdom,1984,net_migration_wb,all,71107.0,people,total,net,World Bank WDI
GBR,United Kingdom,1985,net_migration_wb,all,83164.0,people,total,net,World Bank WDI
GBR,United Kingdom,1986,net_migration_wb,all,41836.0,people,total,net,World Bank WDI
GBR,United Kingdom,1987,net_migration_wb,all,8266.0,people,total,net,World Bank WDI
GBR,United Kingdom,1988,net_migration_wb,all,13952.0,people,total,net,World Bank WDI
GBR,United Kingdom,1989,net_migration_wb,all,49586.0,people,total,net,World Bank WDI
GBR,United Kingdom,1990,net_migration_wb,all,57132.0,people,total,net,World Bank WDI
GBR,United Kingdom,1991,net_migration_wb,all,27601.0,people,total,net,World Bank WDI
GBR,United Kingdom,1992,net_migration_wb,all,17846.0,people,total,net,World Bank WDI
GBR,United Kingdom,1993,net_migration_wb,all,27403.0,people,total,net,World Bank WDI
GBR,United Kingdom,1994,net_migration_wb,all,45339.0,people,total,net,World Bank WDI
GBR,United Kingdom,1995,net_migration_wb,all,61385.0,people,total,net,World Bank WDI
GBR,United Kingdom,1996,net_migration_wb,all,54964.0,people,total,net,World Bank WDI
GBR,United Kingdom,1997,net_migration_wb,all,59723.0,people,total,net,World Bank WDI
GBR,United Kingdom,1998,net_migration_wb,all,125541.0,people,total,net,World Bank WDI
GBR,United Kingdom,1999,net_migration_wb,all,152653.0,people,total,net,World Bank WDI
GBR,United Kingdom,2000,net_migration_wb,all,153917.0,people,total,net,World Bank WDI
GBR,United Kingdom,2001,net_migration_wb,all,175133.0,people,total,net,World Bank WDI
GBR,United Kingdom,2002,net_migration_wb,all,203577.0,people,total,net,World Bank WDI
GBR,United Kingdom,2003,net_migration_wb,all,211846.0,people,total,net,World Bank WDI
GBR,United Kingdom,2004,net_migration_wb,all,276077.0,people,total,net,World Bank WDI
GBR,United Kingdom,2005,net_migration_wb,all,308279.0,people,total,net,World Bank WDI
GBR,United Kingdom,2006,net_migration_wb,all,288923.0,people,total,net,World Bank WDI
GBR,United Kingdom,2007,net_migration_wb,all,309385.0,people,total,net,World Bank WDI
GBR,United Kingdom,2008,net_migration_wb,all,263390.0,people,total,net,World Bank WDI
GBR,United Kingdom,2009,net_migration_wb,all,249639.0,people,total,net,World Bank WDI
GBR,United Kingdom,2010,net_migration_wb,all,274811.0,people,total,net,World Bank WDI
GBR,United Kingdom,2011,net_migration_wb,all,228773.0,people,total,net,World Bank WDI
GBR,United Kingdom,2012,net_migration_wb,all,172088.0,people,total,net,World Bank WDI
GBR,United Kingdom,2013,net_migration_wb,all,237272.0,people,total,net,World Bank WDI
GBR,United Kingdom,2014,net_migration_wb,all,306091.0,people,total,net,World Bank WDI
GBR,United Kingdom,2015,net_migration_wb,all,347839.0,people,total,net,World Bank WDI
GBR,United Kingdom,2016,net_migration_wb,all,324649.0,people,total,net,World Bank WDI
GBR,United Kingdom,2017,net_migration_wb,all,272311.0,people,total,net,World Bank WDI
GBR,United Kingdom,2018,net_migration_wb,all,259744.0,people,total,net,World Bank WDI
GBR,United Kingdom,2019,net_migration_wb,all,232727.0,people,total,net,World Bank WDI
GBR,United Kingdom,2020,net_migration_wb,all,144221.0,people,total,net,World Bank WDI
GBR,United Kingdom,2021,net_migration_wb,all,462967.0,people,total,net,World Bank WDI
GBR,United Kingdom,2022,net_migration_wb,all,487029.0,people,total,net,World Bank WDI
GBR,United Kingdom,2023,net_migration_wb,all,445523.0,people,total,net,World Bank WDI
GBR,United Kingdom,2024,net_migration_wb,all,417114.0,people,total,net,World Bank WDI
GBR,United Kingdom,2025,net_migration_wb,all,389911.0,people,total,net,World Bank WDI
GBR,United Kingdom,1960,net_migration_wb_per_1000_pop,all,0.3807824427480916,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1961,net_migration_wb_per_1000_pop,all,0.990435606060606,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1962,net_migration_wb_per_1000_pop,all,1.435549295774648,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1963,net_migration_wb_per_1000_pop,all,0.154165890027959,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1964,net_migration_wb_per_1000_pop,all,-0.4423148148148148,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1965,net_migration_wb_per_1000_pop,all,-0.45917010821915416,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1966,net_migration_wb_per_1000_pop,all,-0.5111759700632222,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1967,net_migration_wb_per_1000_pop,all,-0.7218129136059522,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1968,net_migration_wb_per_1000_pop,all,-0.7036914277227472,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1969,net_migration_wb_per_1000_pop,all,-1.0940311227549635,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1970,net_migration_wb_per_1000_pop,all,-0.27404077196354865,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1971,net_migration_wb_per_1000_pop,all,0.021021098330740524,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1972,net_migration_wb_per_1000_pop,all,-0.02506861552865226,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1973,net_migration_wb_per_1000_pop,all,-0.6021938755708364,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1974,net_migration_wb_per_1000_pop,all,-1.16859381795197,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1975,net_migration_wb_per_1000_pop,all,-0.7157034670916199,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1976,net_migration_wb_per_1000_pop,all,-0.3404079359043256,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1977,net_migration_wb_per_1000_pop,all,-0.3850267927823386,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1978,net_migration_wb_per_1000_pop,all,0.0673173548304713,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1979,net_migration_wb_per_1000_pop,all,0.200099735183868,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1980,net_migration_wb_per_1000_pop,all,-0.44725829087277,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1981,net_migration_wb_per_1000_pop,all,-1.4889099762773093,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1982,net_migration_wb_per_1000_pop,all,-1.085918063795591,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1983,net_migration_wb_per_1000_pop,all,0.48041242296146647,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1984,net_migration_wb_per_1000_pop,all,1.2602692081212472,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1985,net_migration_wb_per_1000_pop,all,1.4706207935212614,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1986,net_migration_wb_per_1000_pop,all,0.7380905015112895,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1987,net_migration_wb_per_1000_pop,all,0.14552291686655675,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1988,net_migration_wb_per_1000_pop,all,0.24508009870024813,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1989,net_migration_wb_per_1000_pop,all,0.868760640394994,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1990,net_migration_wb_per_1000_pop,all,0.997980945432354,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1991,net_migration_wb_per_1000_pop,all,0.48064518078282314,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1992,net_migration_wb_per_1000_pop,all,0.30993184104550014,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1993,net_migration_wb_per_1000_pop,all,0.4747688501321255,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1994,net_migration_wb_per_1000_pop,all,0.783520543976406,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1995,net_migration_wb_per_1000_pop,all,1.0580149306184539,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1996,net_migration_wb_per_1000_pop,all,0.9449352252438885,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1997,net_migration_wb_per_1000_pop,all,1.0241104156434508,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1998,net_migration_wb_per_1000_pop,all,2.146471820190356,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1999,net_migration_wb_per_1000_pop,all,2.601339214340447,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2000,net_migration_wb_per_1000_pop,all,2.613524021066582,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2001,net_migration_wb_per_1000_pop,all,2.962347237610736,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2002,net_migration_wb_per_1000_pop,all,3.428926352438558,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2003,net_migration_wb_per_1000_pop,all,3.5516279227905603,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2004,net_migration_wb_per_1000_pop,all,4.6022110623799914,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2005,net_migration_wb_per_1000_pop,all,5.103855045543296,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2006,net_migration_wb_per_1000_pop,all,4.748366471740019,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2007,net_migration_wb_per_1000_pop,all,5.045214834244345,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2008,net_migration_wb_per_1000_pop,all,4.261491761571647,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2009,net_migration_wb_per_1000_pop,all,4.00857341006454,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2010,net_migration_wb_per_1000_pop,all,4.378316316390156,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2011,net_migration_wb_per_1000_pop,all,3.616460695356109,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2012,net_migration_wb_per_1000_pop,all,2.701072028378145,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2013,net_migration_wb_per_1000_pop,all,3.699398172690137,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2014,net_migration_wb_per_1000_pop,all,4.736857580587753,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2015,net_migration_wb_per_1000_pop,all,5.344216202928388,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2016,net_migration_wb_per_1000_pop,all,4.948465079413468,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2017,net_migration_wb_per_1000_pop,all,4.12817597477412,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2018,net_migration_wb_per_1000_pop,all,3.9184757192209636,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2019,net_migration_wb_per_1000_pop,all,3.4929308999219546,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2020,net_migration_wb_per_1000_pop,all,2.160937968234941,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2021,net_migration_wb_per_1000_pop,all,6.912224909671832,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2022,net_migration_wb_per_1000_pop,all,7.2007362942811515,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2023,net_migration_wb_per_1000_pop,all,6.501517672124449,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2024,net_migration_wb_per_1000_pop,all,6.020611711724715,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,2025,net_migration_wb_per_1000_pop,all,5.611279807733821,"per 1,000 population",total,net,Derived: World Bank WDI ÷ World Bank SP.POP.TOTL
GBR,United Kingdom,1960,uk_population,all,52400000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1961,uk_population,all,52800000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1962,uk_population,all,53250000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1963,uk_population,all,53650000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1964,uk_population,all,54000000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1965,uk_population,all,54348050.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1966,uk_population,all,54648500.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1967,uk_population,all,54943600.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1968,uk_population,all,55211700.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1969,uk_population,all,55441750.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1970,uk_population,all,55663250.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1971,uk_population,all,55896223.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1972,uk_population,all,56086065.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1973,uk_population,all,56194527.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1974,uk_population,all,56229974.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1975,uk_population,all,56225800.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1976,uk_population,all,56211968.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1977,uk_population,all,56193492.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1978,uk_population,all,56196504.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1979,uk_population,all,56246951.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1980,uk_population,all,56314216.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1981,uk_population,all,56333829.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1982,uk_population,all,56313641.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1983,uk_population,all,56332848.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1984,uk_population,all,56422072.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1985,uk_population,all,56550268.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1986,uk_population,all,56681396.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1987,uk_population,all,56802050.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1988,uk_population,all,56928327.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1989,uk_population,all,57076711.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1990,uk_population,all,57247586.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1991,uk_population,all,57424897.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1992,uk_population,all,57580402.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1993,uk_population,all,57718614.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1994,uk_population,all,57865745.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1995,uk_population,all,58019030.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1996,uk_population,all,58166950.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1997,uk_population,all,58316954.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1998,uk_population,all,58487141.0,people,total,stock,World Bank WDI
GBR,United Kingdom,1999,uk_population,all,58682466.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2000,uk_population,all,58892514.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2001,uk_population,all,59119673.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2002,uk_population,all,59370479.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2003,uk_population,all,59647577.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2004,uk_population,all,59987905.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2005,uk_population,all,60401206.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2006,uk_population,all,60846820.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2007,uk_population,all,61322463.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2008,uk_population,all,61806995.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2009,uk_population,all,62276270.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2010,uk_population,all,62766365.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2011,uk_population,all,63258810.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2012,uk_population,all,63711000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2013,uk_population,all,64138000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2014,uk_population,all,64619000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2015,uk_population,all,65087000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2016,uk_population,all,65606000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2017,uk_population,all,65964000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2018,uk_population,all,66287000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2019,uk_population,all,66628000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2020,uk_population,all,66740000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2021,uk_population,all,66978000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2022,uk_population,all,67636000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2023,uk_population,all,68526000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2024,uk_population,all,69281000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2025,uk_population,all,69487000.0,people,total,stock,World Bank WDI
GBR,United Kingdom,2005,visas_granted,family,66343.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2006,visas_granted,family,70155.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2007,visas_granted,family,64427.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2008,visas_granted,family,53584.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2009,visas_granted,family,49212.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2010,visas_granted,family,52361.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2011,visas_granted,family,45041.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2012,visas_granted,family,40231.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2013,visas_granted,family,33133.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2014,visas_granted,family,34852.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2015,visas_granted,family,37711.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2016,visas_granted,family,37781.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2017,visas_granted,family,40123.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2018,visas_granted,family,43620.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2019,visas_granted,family,55643.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2020,visas_granted,family,37087.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2021,visas_granted,family,42182.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2022,visas_granted,family,47119.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2023,visas_granted,family,80083.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2024,visas_granted,family,85161.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2025,visas_granted,family,66610.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2005,visas_granted,other,124084.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2006,visas_granted,other,123524.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2007,visas_granted,other,118840.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2008,visas_granted,other,104875.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2009,visas_granted,other,84878.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2010,visas_granted,other,79261.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2011,visas_granted,other,74942.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2012,visas_granted,other,70784.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2013,visas_granted,other,73561.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2014,visas_granted,other,74366.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2015,visas_granted,other,78043.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2016,visas_granted,other,80088.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2017,visas_granted,other,77116.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2018,visas_granted,other,88046.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2019,visas_granted,other,105566.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2020,visas_granted,other,59312.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2021,visas_granted,other,181483.0,visas issued,legal,count,Home Office Immigration System Statistics
GBR,United Kingdom,2022,visas_granted,other,335153.0,visas issued,legal,count,Home Office Immigration System Statistics
